,var_mfcc_1,var_mfcc_2,var_mfcc_3,var_mfcc_4,var_mfcc_5,var_mfcc_6,var_mfcc_7,var_mfcc_8,var_mfcc_9,var_mfcc_10,var_mfcc_11,var_mfcc_12,var_mfcc_13,var_mfcc_14,var_mfcc_15,var_mfcc_16,var_mfcc_17,var_mfcc_18,var_mfcc_19,var_mfcc_20,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19,mean_mfcc_20,emotion
238,13554.811,6468.774,897.84875,893.9557,1355.1393,877.99054,379.4177,436.21512,295.43796,114.04613,186.76262,137.10767,76.81171,112.367805,93.60461,68.46811,61.343933,63.62429,50.523006,110.817215,-548.2387,-1.6892718,10.512646,-15.515204,-18.778063,-5.212823,-21.847261,7.3247,-22.040653,1.1804192,-7.265665,-2.4940073,-6.8610067,5.4751515,-9.659306,6.347913,-9.47395,9.568991,-5.8817058,0.43154818,disgust
239,16387.906,6516.3813,1301.9918,1510.879,668.92065,595.5111,453.0616,382.12482,236.25426,238.9686,102.696434,198.19382,134.99016,141.44872,51.06374,120.857834,80.69673,74.94883,64.27267,49.930065,-546.5678,-5.633416,-4.576096,-27.717434,-11.278166,2.237995,-17.351597,6.0591707,-22.647804,7.4596434,-20.85154,8.075046,-8.135806,4.8764415,-7.6430554,2.9694312,-4.5164027,7.093747,-3.8069844,0.47076368,disgust
240,11027.967,6519.2617,1236.995,1219.5415,445.1774,430.3414,514.9611,361.35898,275.40668,203.50288,154.38716,110.93814,64.43508,100.70963,61.37921,63.750824,67.37729,52.67207,36.827,97.91184,-505.57303,-22.797577,-19.017925,-23.19507,-1.6899011,2.020294,-27.76958,0.90200835,-21.077148,2.5814598,-9.820248,-1.0459973,-6.7661242,3.8122857,-5.2621875,6.011064,-9.815761,9.78122,-5.2513924,3.5485222,disgust
241,12158.254,6615.946,1078.2085,975.00714,534.4714,585.55566,516.63885,351.44507,256.89218,133.35852,105.77043,81.02963,93.80517,85.339615,41.207256,103.23794,59.087036,71.81188,83.93252,83.53864,-521.4253,-26.550394,-4.504022,-10.7549,-0.6667206,-4.6537743,-27.412903,-0.09287146,-27.184444,6.0280995,-22.671827,7.127575,-6.0683746,9.414457,-5.1807604,3.6798997,-8.158489,12.508634,-6.6958175,5.2209816,disgust
242,13306.167,6323.0996,1351.5946,1165.2925,795.58606,601.4933,529.4289,495.54907,247.31073,163.58167,191.23456,115.769394,93.29363,181.08365,84.364685,60.20482,70.92422,62.370804,43.690758,115.24235,-457.28574,-14.502703,-7.093004,-20.405098,-7.7676334,-3.793778,-19.651808,5.587214,-24.058746,7.987411,-15.774986,4.984739,-10.897818,3.8815644,-7.4376836,6.6539187,-12.695716,9.0508375,-5.9195337,-0.24835597,disgust
243,9869.64,6864.1963,1037.7947,782.60913,445.04703,633.0366,570.6339,407.2371,257.11816,241.83107,206.93353,114.56619,128.88274,114.3507,87.42531,59.782,76.65824,105.37642,95.9592,73.48678,-546.87177,-19.747225,11.793328,-21.724234,3.7726545,-2.7804193,-15.216323,4.4486475,-26.4143,0.044210054,-22.183578,5.6710815,-5.875205,6.863135,-5.545728,8.568628,-11.219887,3.3379514,-2.3154838,5.072501,disgust
244,21422.725,5309.1343,1263.9078,1468.5988,547.11395,444.35233,503.69724,413.15216,347.01212,172.5312,158.72818,111.076294,73.09032,109.61177,58.87474,79.390465,105.42784,40.44593,51.956444,62.891624,-555.5596,0.44949317,-10.172424,-17.351297,-4.5392895,5.3672485,-24.039625,5.1418643,-21.190666,0.9050416,-10.676344,-0.66224414,-5.9098883,2.5462353,-6.6934624,5.7799077,-10.740004,11.702924,-6.6477027,2.6355271,disgust
245,19330.877,5751.1987,1913.3833,1469.735,451.43503,704.776,469.6054,363.2868,310.41507,147.1214,188.48395,160.75673,96.514175,110.252945,77.492874,58.21839,64.30744,65.44003,40.088108,75.57768,-523.0418,-15.631485,-16.359196,-16.921114,-1.8849959,-4.3238726,-21.218374,3.9596505,-18.86163,9.054012,-20.868462,6.7288227,-11.141184,3.4662437,-6.249797,3.4976313,-10.64636,6.9872565,-6.6083326,0.8939991,disgust
246,15120.741,5980.518,1093.3236,1284.3027,688.61035,664.2723,644.773,337.75885,335.145,268.65552,241.09967,93.47972,83.77314,102.11533,72.27813,64.26798,44.9279,68.29592,43.963078,93.21561,-550.377,-29.00162,-5.5317035,-0.99184126,3.075967,0.13383612,-24.487778,1.8909339,-19.948254,0.57774657,-21.566664,2.7916434,-6.677686,2.447579,-2.4655738,4.0199647,-8.062372,9.308308,-7.992152,3.9917154,disgust
247,18200.197,6859.996,992.4698,2637.5747,804.441,599.943,576.87634,511.94214,368.36404,214.77876,135.85783,159.76935,120.74133,72.47483,76.51656,58.715652,119.25487,81.19884,70.7485,81.54747,-523.9761,0.122220315,11.908266,-20.98391,-8.241763,11.236331,-13.654777,-3.651533,-24.585554,-2.1404216,-17.388977,0.4769801,-10.176278,3.1500318,-7.1370373,3.486377,-12.591689,6.3526936,-7.7164164,1.7245005,disgust
248,18982.38,5227.613,1161.5319,1676.638,461.09454,578.1744,703.5282,337.64392,250.61272,180.44067,168.14067,111.12548,72.42153,112.71692,152.49545,73.52478,86.26384,83.709114,48.982174,72.053375,-529.5615,-20.514563,-12.046451,-4.5078673,-4.223311,-3.0964203,-21.930012,-2.019098,-21.734509,8.057196,-18.261415,3.9729927,-8.950186,9.28576,-7.241864,3.7579634,-11.135606,7.783476,-6.313224,0.8139538,disgust
249,17781.709,6163.589,1308.5803,1377.8275,616.76044,548.4583,635.2155,421.10413,278.61618,185.22215,166.51968,141.24745,91.11508,102.52931,74.165665,62.020264,91.124626,56.09041,38.744167,93.98184,-535.2294,-29.105898,0.592661,2.4518428,-1.6130993,3.8948724,-24.693363,7.789201,-25.3353,3.2652617,-23.587786,-0.2968235,-9.412292,2.7993174,-9.257279,0.9943248,-10.278337,8.629114,-8.480741,-0.064750925,disgust
250,14750.009,3795.511,1323.4531,1261.7047,1280.0444,1189.3369,451.50165,353.21582,322.25336,222.18091,155.27568,195.31029,62.88445,85.52547,95.02247,75.81786,48.60139,78.79876,50.68173,72.7554,-562.32434,9.844646,17.584423,-11.054267,-16.701353,-8.361086,-18.577768,0.2026167,-30.862167,2.8421843,-16.31641,-1.7666552,-10.508359,6.586022,-9.623318,7.338751,-9.951877,7.0378575,-7.980338,-1.2800585,disgust
251,23001.584,4211.9937,923.3041,759.2863,611.0611,556.9857,517.497,487.86884,719.85394,204.42586,241.30713,119.28342,108.19395,96.74312,65.28368,98.17654,90.49341,49.977966,37.463127,117.783165,-504.07843,-0.7745695,-1.3238676,-16.491587,3.5084684,-0.5620073,-22.90843,-4.2723956,-26.807795,1.0351529,-19.797033,0.4601912,-10.934914,4.464535,-5.5099354,4.3756757,-9.014586,2.570722,-7.492699,1.1118463,disgust
252,14261.656,5494.1875,831.81775,881.23285,555.4197,470.44254,536.02673,237.92448,337.43332,385.39383,138.9036,127.637695,74.04901,154.5606,58.07809,93.783745,92.65611,71.958305,74.93512,73.52671,-544.4325,-13.960807,4.6864133,-7.794734,-3.8200998,8.712283,-21.8105,-3.6471374,-29.551922,-2.1614773,-18.309414,1.4773884,-5.8661265,-1.805555,-8.339253,2.5942643,-9.412548,6.3153505,-8.067713,5.9328074,disgust
253,23573.512,5227.5146,1241.9683,1153.0966,775.71246,603.9257,424.55316,365.5912,441.83878,155.17744,162.07452,161.71771,135.7575,101.67215,69.374146,95.99595,115.273,47.91625,48.50719,100.648636,-516.8935,-0.6560515,4.0395427,-16.7295,-3.602645,5.955987,-21.382006,0.5196947,-22.384495,-0.87184215,-15.597964,-1.4401958,-11.781344,4.63976,-8.188322,2.1589775,-10.8082,4.7643023,-7.3918533,0.016781246,disgust
254,10790.095,4783.7017,2071.6895,1236.7799,651.68286,524.04205,576.5422,538.9162,342.2798,178.06926,207.76758,118.4788,91.29758,125.08848,42.5629,58.781708,78.07969,69.92708,65.40682,59.0571,-469.7528,-4.5984726,-27.787674,-24.63048,-10.674367,0.024088403,-23.06829,3.8357964,-17.24429,7.3254986,-15.441716,2.9047546,-9.953925,8.717098,-4.805151,6.545625,-9.563159,7.691651,-4.0601983,0.7839387,disgust
255,11557.163,5233.7383,1063.247,857.03394,1186.6936,801.23224,539.7802,617.1545,296.18597,161.48816,147.16504,95.85181,112.08558,67.86009,100.609314,48.303177,75.02714,51.5016,71.55666,124.79567,-530.1734,-8.127416,6.176429,-18.326664,-25.870977,-14.6987505,-20.293684,6.7592087,-24.606747,9.835523,-13.995711,7.407685,-10.514666,7.6838984,-8.721832,6.921911,-12.948979,5.4818616,-3.1321843,-2.7912948,disgust
256,11829.659,6054.9697,1726.794,1393.2135,517.96234,262.47366,379.96228,424.45224,338.98145,140.87834,183.48099,110.26146,64.3758,69.60874,64.149734,63.61839,95.69993,36.030968,27.220623,85.519745,-511.95605,-8.377259,-24.5839,-15.956248,-8.63405,5.0084214,-30.085953,6.8061485,-19.36073,1.7938395,-14.815777,-0.1977449,-6.899892,2.9728537,-5.2048016,4.983574,-12.282094,12.213459,-6.9187975,2.4637253,disgust
257,9975.214,5328.7056,1291.7108,1327.5118,681.72345,552.3511,426.22064,347.53714,357.222,202.976,117.95246,111.84259,72.08389,102.63124,81.93667,61.64373,89.006096,52.349487,38.03476,68.72683,-532.6346,-18.705158,-7.406243,-5.7284517,-3.3949466,-7.953579,-23.648987,2.8924527,-22.98527,0.6142516,-19.386648,2.4617977,-6.339327,3.0736315,-4.6421404,6.2795434,-7.7073097,11.408698,-7.403064,3.5790038,disgust
258,14726.837,4008.9082,2445.526,1437.6333,577.171,472.33856,463.20312,387.68326,379.34064,173.11404,168.06033,136.15817,108.67129,89.79707,61.98423,60.824562,65.58829,45.058075,58.536522,71.19557,-490.81247,-7.369894,-27.852966,-26.947826,-7.166853,-5.7645054,-20.96453,6.2937474,-22.110426,12.507086,-20.103302,5.7681236,-9.957806,5.5848355,-6.22962,4.1017046,-12.110258,10.109835,-4.5977254,-2.1716704,disgust
259,11481.169,3818.4014,1006.72485,1370.3654,603.03,660.9572,366.15097,320.67838,381.83835,196.75075,139.51764,134.11093,88.12177,147.07703,72.20002,82.43854,58.932,49.366943,51.856865,60.068798,-521.0954,-25.337395,-9.880905,-2.3796928,-4.81621,-7.4615088,-26.977364,4.4774733,-24.354712,3.1067266,-24.514057,3.8570087,-5.454268,0.42344698,-4.2215595,5.492201,-7.9656773,9.95012,-6.935671,0.124516495,disgust
260,10174.807,6534.056,1710.4178,1258.1202,605.7851,756.3874,700.02277,610.09326,339.63922,190.84483,159.87,129.84618,99.99249,119.05006,91.983246,74.32308,87.10272,62.240067,73.26428,60.22408,-485.38947,2.9964297,-14.206847,-29.189568,-6.9281034,-2.3275182,-20.047998,-8.632583,-24.557348,3.9670594,-18.797592,8.633426,-9.588467,6.125415,-9.95423,7.005843,-12.484153,6.899955,-5.3572764,-0.46555117,disgust
261,13240.1045,3879.501,968.91724,1468.3525,517.48987,802.59033,512.7968,430.09186,399.48404,219.0636,181.84096,180.77971,93.365074,91.11717,93.04836,102.822235,74.97329,86.9746,54.825546,71.65634,-472.2977,-13.794838,-10.301615,-10.126882,0.10319936,-6.6164184,-28.433264,-0.6471048,-21.706583,2.0695496,-20.046465,4.1493583,-10.066279,8.192778,-5.4282546,3.5723696,-6.9826903,7.915943,-6.6702485,0.55128413,disgust
262,9702.4795,4636.2935,1329.0231,917.86597,1107.5724,855.2457,660.95435,565.2203,422.73892,177.99727,234.78368,216.54182,132.2463,102.815346,141.26476,47.41128,90.79016,78.75259,59.5647,84.13065,-537.038,0.01780574,9.639342,-9.2701435,-23.61179,-19.446512,-20.621067,0.5380642,-29.266993,8.1256695,-14.783882,2.510369,-9.616954,8.144066,-9.314737,7.578706,-8.573091,5.594053,-2.4240413,-1.0845169,disgust
263,10901.553,4066.4343,966.287,1194.8231,819.16144,974.3217,641.4274,454.94833,408.76364,130.42616,165.62505,215.00203,104.72622,155.00073,140.83444,89.27369,51.835827,139.07243,64.84057,52.83473,-531.59607,18.403988,14.416991,-13.282514,-21.960985,-7.2074485,-23.495514,4.3822017,-37.426094,-0.06482031,-11.875958,-0.80169904,-9.134583,6.0764613,-9.440803,3.5417457,-7.7184143,4.6309257,-2.507973,-1.0018864,disgust
264,8585.895,5111.0664,654.2636,1717.6171,688.9599,595.1502,455.00204,556.7128,414.81628,139.85178,122.46034,110.86534,116.17081,202.2837,65.35236,94.91031,99.32064,133.84975,52.699875,49.88955,-516.78357,26.75851,1.5888915,-39.12834,-17.065191,6.8205566,-21.170898,-4.578489,-26.94418,2.3966727,-18.893778,0.44948795,-8.053308,8.390397,-9.63164,6.643267,-11.950539,3.6902914,-5.088964,-2.3539896,disgust
265,13689.608,5855.206,1546.5697,1294.555,712.53613,380.51004,578.4372,484.94156,219.84892,187.89516,162.1948,145.52776,107.89379,104.04602,88.2969,55.099766,80.25717,46.934467,67.909966,86.69806,-524.87305,-14.021085,-18.78891,-15.423111,-13.183674,1.3120793,-18.489145,7.001563,-21.983076,7.4622865,-16.947647,7.4590716,-8.688188,4.1647115,-2.9023402,6.372361,-12.697214,9.119485,-3.676785,-0.5350532,disgust
266,18080.6,4888.7573,1262.25,1539.606,748.39874,651.81744,901.2711,294.12625,328.08875,172.77678,206.98369,149.68806,81.793304,73.74907,66.896416,97.12858,71.23288,46.997837,52.569443,62.986412,-542.91406,-4.031535,6.6442194,-6.6107593,-6.9451003,-0.31738603,-23.883564,2.5726643,-28.793093,-0.767803,-15.5098,0.13185313,-5.9146867,2.760272,-8.349004,1.1003547,-8.852006,5.162538,-8.026867,2.3075235,disgust
267,16435.094,6401.525,1276.4897,2321.7766,572.20514,626.7837,475.87302,344.28214,282.6811,213.01028,169.03362,138.84013,115.02327,111.78308,118.41344,92.94328,62.83373,55.87039,78.50137,58.455128,-527.30023,7.670563,-0.2484154,-24.758759,-14.405252,8.180371,-21.715515,-2.8201306,-27.658699,5.4873304,-14.898362,3.6871128,-6.7481894,1.1586242,-10.050183,2.4949853,-10.055655,4.8350143,-3.6504817,0.05370687,disgust
268,19320.4,5320.6123,1095.3639,1333.5867,1110.3854,817.3079,460.28348,541.2661,326.77463,162.56459,184.12148,212.08777,89.479256,116.447014,87.49957,72.21449,91.82076,64.13738,68.94523,59.22609,-519.40955,-3.9500306,6.735039,-11.1093645,-10.49044,-7.3363357,-18.562748,4.0316296,-28.957726,5.342932,-22.676935,-2.0462692,-10.77009,2.1572313,-7.3978615,4.0122776,-15.965751,7.3518114,-6.730911,-0.22761548,disgust
269,19704.54,4938.423,1361.1774,1932.2325,805.876,579.7477,676.67285,391.38577,336.4747,140.11156,190.48871,143.33374,87.83552,95.15313,102.22289,78.27075,88.53004,59.799896,66.92444,72.28327,-519.86774,-14.966036,-7.6651855,-6.0591736,-3.2768142,-3.674225,-17.940107,0.10299986,-26.19464,5.0996966,-18.637125,3.9786334,-9.710021,3.8808777,-5.7149863,2.0718834,-10.530489,5.9081383,-3.7885597,-1.5691638,disgust
270,20892.318,6110.771,1386.0276,1643.9281,849.23517,472.6009,616.8293,279.054,473.33987,150.87552,151.58888,147.04161,81.99597,99.44998,73.45622,75.54056,66.35024,71.66827,58.402122,80.18475,-515.91595,-11.039525,-2.093587,-12.766322,-3.9938087,-1.2371545,-18.45423,-2.6844788,-24.795946,1.0093738,-16.535982,3.6035101,-9.002358,2.3475964,-7.274375,3.3630416,-9.736356,5.833887,-6.58764,2.0077572,disgust
271,15537.921,6265.438,1044.118,1459.689,560.38635,668.05963,510.06857,335.8462,290.83615,229.81293,145.45284,187.93195,109.05116,178.61768,83.32773,83.160065,46.184345,76.57567,75.17309,87.847664,-515.7361,-22.165373,0.44179705,-1.6895504,-4.0496044,2.5194445,-19.996477,-1.658079,-28.820988,4.4660907,-25.735582,1.5300505,-10.055324,2.7885923,-8.25127,3.4534912,-11.777236,6.4617996,-6.7179904,0.67297214,disgust
272,18503.395,4527.411,686.842,1003.905,537.8465,411.7502,427.13483,332.8362,336.33258,360.84137,130.17087,102.79064,106.64622,171.81323,89.457436,106.79453,100.37429,47.11882,97.500534,64.40271,-568.09845,-17.310377,13.758236,6.950082,-5.9059453,2.7470853,-20.092316,5.585906,-29.239956,-1.8284786,-18.09918,0.31140494,-9.8794155,-1.0449222,-7.829741,4.936649,-9.8521185,7.0183077,-8.091385,1.8059416,disgust
273,20500.756,4857.1567,1102.2231,1264.3779,686.2247,598.3895,514.85675,364.0786,400.65015,179.4503,235.18318,134.82732,107.37264,122.95598,96.44003,92.574425,85.306366,90.44037,33.702835,67.08321,-566.8339,-28.864618,0.51405835,1.9869415,1.8409122,0.49568784,-18.235067,3.5074906,-24.517057,2.1277559,-21.104366,6.708268,-9.079996,5.60925,-5.8105345,5.22174,-7.5697956,7.5812564,-5.288701,1.3789971,disgust
274,20157.367,4111.842,1155.5378,1160.0411,598.68506,622.31036,628.31964,292.6822,361.849,176.59578,135.87369,115.10062,71.05687,105.78283,84.76352,67.3214,58.71401,94.54296,30.02387,93.41749,-540.6352,-13.8585415,-1.0680481,-5.7534704,-0.9092891,-4.24412,-26.275211,2.5818748,-26.727293,2.1521306,-22.861778,7.650111,-8.631705,8.41595,-6.961213,5.2886353,-5.8977475,7.2959194,-6.772982,-1.8806305,disgust
275,19653.516,4193.537,1006.9568,1308.4307,498.67126,721.60333,564.73444,512.4856,252.58142,108.38048,192.78798,156.46942,118.476234,127.285736,86.66707,29.841465,66.88393,50.281174,43.012276,120.64142,-535.5348,-20.057278,-16.050884,0.18011989,0.5569519,-7.873095,-21.821486,-0.6906227,-20.461111,7.3820014,-26.224295,11.4452715,-8.318276,9.7621355,-4.918485,3.9046085,-7.3921566,7.030662,-3.8064003,0.06287893,disgust
276,16458.83,5390.43,1180.4686,1406.5964,806.4088,493.08243,813.6358,562.65295,424.37302,128.98978,236.9774,176.18053,107.86791,112.76849,75.554596,65.67392,65.19475,70.06761,62.95947,90.83364,-546.9353,-17.853619,-10.174782,-6.971731,-8.836752,-5.749813,-16.096165,-0.33948785,-24.41896,2.8846006,-18.978506,4.214078,-3.896593,7.321637,-6.2622375,7.663154,-11.93127,8.933926,-7.262752,1.7351308,disgust
277,18560.604,4856.734,830.4151,1367.0559,458.50864,641.5654,589.47217,456.18777,295.18506,215.19933,151.2502,109.972466,90.59138,177.80562,52.350327,65.33022,119.85746,51.219406,34.01918,51.91045,-537.3642,-9.397816,3.0735152,-2.6733463,-4.6130905,0.6915261,-24.34834,4.6135883,-27.131435,-0.91440624,-18.416025,0.8195511,-8.037751,2.8419323,-8.915276,3.3174887,-10.491688,5.4952064,-4.436331,2.1165318,disgust
278,21761.617,3698.8384,1347.2904,1363.3538,678.49756,524.83606,613.6183,341.43817,321.43317,172.07326,117.45562,136.40117,90.99088,159.39862,61.353764,55.7756,70.88583,56.34498,41.013794,64.51051,-536.309,-10.504447,-1.7062767,-11.2436075,-3.5342133,1.8799477,-24.687624,4.7760515,-27.535608,-0.669778,-14.518953,5.9702125,-9.394605,2.9058928,-6.991554,1.3881394,-10.000467,7.1606736,-6.112145,1.6361252,disgust
279,18221.957,4510.8755,1248.5663,1233.0862,936.2955,484.46393,464.775,417.0408,349.3198,182.5859,90.01488,218.19853,64.16345,128.23888,101.57364,82.90648,102.10419,43.098316,68.00328,90.33888,-561.00433,9.46487,3.4603696,-20.78654,-13.562215,8.064131,-17.895039,6.10073,-28.926317,-0.28483513,-15.846367,-0.07772764,-9.529998,4.054223,-8.787883,3.046285,-11.995312,9.276684,-3.4997501,-0.04896648,disgust
280,15183.361,4735.4014,1570.8517,1183.1288,728.01044,630.03357,663.9753,399.1181,282.34427,255.64714,214.75603,116.17333,92.94294,147.27655,120.51385,62.68578,60.807747,69.40639,50.737946,79.544426,-519.5591,-4.0761557,7.850037,-2.700569,3.5531378,-7.2714353,-20.085155,-1.3863665,-27.741007,-2.2506006,-18.391115,-0.21188493,-11.299585,1.7452999,-7.813716,5.4389653,-10.421449,7.8306384,-3.8064556,2.6322792,disgust
281,14560.293,6186.8896,1246.4583,1168.3097,1154.0244,421.53928,469.20963,319.91003,174.7117,142.32048,106.426704,95.61565,99.53268,107.83135,64.79425,63.03747,107.88756,52.048893,30.36028,91.47545,-539.51166,10.510881,8.340491,-19.16125,-15.850171,2.1024077,-22.907219,1.3860946,-27.462408,1.4081125,-14.429546,3.3354414,-12.313976,1.110416,-8.1027355,2.1041498,-9.744227,7.92579,-5.742448,3.1300988,disgust
282,14407.357,4168.884,1279.509,1400.442,490.7721,524.1389,592.4303,543.5275,244.42648,363.0573,125.04667,185.6256,89.5513,166.5667,71.21379,93.55232,87.58812,72.6946,74.02166,47.63437,-548.7401,-12.636362,6.590938,-0.38192657,-2.5298843,-3.8691044,-17.730114,5.85788,-29.6362,-5.2550764,-23.41022,-4.559859,-11.225859,-0.8921101,-7.7974997,5.785474,-13.357544,8.73583,-8.308054,1.1036152,disgust
283,12996.907,5962.6094,1460.5803,1554.4208,608.6745,594.7319,497.55792,425.89197,257.51437,136.97137,110.60032,158.37651,138.25723,73.09124,127.42392,48.77975,104.40488,43.384953,46.90875,71.09268,-545.52856,12.207851,7.1937304,-29.673409,-11.225984,7.629309,-22.92688,-2.8470829,-28.73004,4.1611633,-19.242682,-0.29178548,-5.7635436,4.3176374,-8.6544,4.1140237,-11.260734,5.791781,-5.2597084,-0.039663382,disgust
284,11570.329,6237.9917,1264.7911,1493.6469,529.4635,547.9647,611.9926,546.5351,377.04254,249.64253,120.42263,196.6077,94.24302,163.31041,93.7804,45.67925,59.347214,64.946365,55.108864,79.24929,-525.38226,-24.597832,-0.40786794,0.6455863,-2.443853,0.31766883,-23.834265,1.3770416,-28.037964,1.1081697,-22.929832,3.5923247,-11.445698,4.4051194,-7.6168995,4.72928,-9.841784,4.191542,-2.5218167,1.1405426,disgust
285,14971.289,5385.792,1361.065,881.1853,427.0464,642.72687,769.54376,427.41653,330.30466,225.12524,174.01472,138.52994,100.66032,129.66904,103.272865,56.624165,74.25994,74.38108,47.543705,138.78265,-518.5354,8.204188,7.9019547,-6.879402,-0.124937356,-9.0213175,-19.280825,-2.0135686,-31.829391,1.5300719,-21.239073,-4.5722876,-13.296331,2.7153628,-10.596977,1.5027534,-10.676964,7.0550537,-8.994007,2.1699343,disgust
286,17165.074,5872.0986,1892.2488,1523.5519,1087.0372,707.59216,603.1487,479.6652,301.25555,194.72232,243.39699,169.04169,94.51392,125.8355,90.16752,52.54878,56.598804,69.38535,44.789555,74.81737,-510.34045,-2.8434367,10.9866905,-11.713766,-4.621689,-2.5071673,-23.92248,0.78990865,-27.916164,2.2164752,-18.47227,1.3951291,-9.314977,4.1080384,-8.966237,5.8296766,-9.536139,5.9703345,-2.584557,0.6392209,disgust
287,14790.257,3863.8953,1195.8545,816.80273,466.34274,548.95734,634.98474,406.92822,256.0867,210.3408,105.08677,262.12128,62.31023,96.02433,86.51406,79.85109,172.42688,57.7367,68.60184,89.11096,-542.7918,0.18181218,4.943549,-10.994753,-6.2479076,4.1967864,-28.755486,0.20443037,-32.650467,-5.9208956,-12.974244,-6.126223,-8.621811,3.9773765,-10.460581,4.1540833,-10.101521,6.648594,-3.4088318,1.2488844,disgust
288,14752.972,4812.4736,1603.7463,1086.7142,489.82428,516.2567,753.63104,331.77856,424.60037,171.39497,144.46812,157.52557,76.97904,82.07228,82.76508,63.777542,86.063324,63.923164,39.86298,118.22799,-547.8536,5.6467767,-0.6307966,-18.724026,-1.6344868,1.3678275,-24.119787,0.51976573,-31.537638,3.6432347,-17.195648,3.5022485,-10.431504,7.973188,-8.451679,3.558575,-8.210082,7.0460496,-4.6985364,-0.14879364,disgust
289,15881.66,4314.904,1251.686,688.3237,688.64124,767.8042,531.3402,471.47995,321.55524,160.20795,127.71578,220.468,95.65814,147.03012,74.79201,96.86612,76.29227,93.20012,66.22681,84.08622,-550.09076,-0.94120127,17.024658,-13.899971,-16.967783,-9.073658,-19.631536,4.401421,-31.853973,6.1098757,-18.17101,1.0257295,-12.1014385,5.877185,-7.4186974,1.5008283,-5.4223294,5.9626775,-5.8348947,2.3136306,disgust
290,11587.482,5644.773,1863.5585,1104.8218,1350.1525,662.1485,411.0053,612.8081,215.23105,187.6305,146.82707,178.133,91.54816,99.28806,105.50517,71.70152,85.51973,70.67134,75.355606,61.196407,-536.417,4.6255846,10.172601,-12.678582,-20.888494,-4.3909698,-20.038443,4.623295,-29.583637,4.4854894,-22.302473,-1.0842342,-10.330874,4.7089396,-10.345767,4.3092604,-13.916346,3.9985628,-2.7526023,-0.7519631,disgust
291,10341.812,4763.5967,960.10547,1126.8047,897.75745,791.29834,618.46844,516.2173,259.31125,258.50122,113.71433,188.77458,87.377266,71.700356,90.76972,80.94181,69.06576,98.74673,91.47983,116.058,-567.9018,8.574011,9.94579,-21.704336,-12.082912,-0.987348,-23.600737,-2.9189744,-26.82291,5.742538,-21.13689,4.5650797,-7.432639,4.177081,-5.1879296,7.139347,-7.368338,5.4661655,-2.309896,3.3716717,disgust
292,14525.606,4434.5835,1144.8295,812.9223,378.93292,489.02948,455.67142,321.80698,424.63412,356.52713,144.07663,147.62111,118.67909,199.17958,77.91345,67.3469,58.697517,69.634094,32.55466,69.65233,-536.51044,-14.082394,6.9001875,-12.262422,-4.1670313,0.38987508,-13.85067,-1.1263694,-33.53086,1.0956676,-25.379597,3.6367261,-11.179019,2.2408352,-5.989163,4.93428,-6.748228,6.7439523,-2.1896315,5.391858,disgust
293,14459.096,4453.5845,1570.5692,1516.7456,802.1279,502.25513,409.10846,345.2762,237.20728,93.64798,105.44404,126.29391,51.633423,108.20653,100.206245,81.776535,69.3248,50.25895,95.807396,83.921524,-549.7754,9.083857,4.3796005,-17.65555,-16.846382,1.3889813,-21.715733,4.3445187,-31.014206,4.8413644,-15.45381,2.9516463,-8.035917,1.874926,-10.267396,6.3669133,-9.899809,5.401129,-5.1025667,1.3013616,disgust
294,14927.876,4754.878,1111.1895,1041.9083,836.43896,489.10678,511.49652,416.94315,417.65186,177.64229,114.854095,185.31068,126.15636,96.46263,104.3607,95.411446,126.357155,40.003307,84.06336,62.25647,-536.5976,-1.493559,4.4232593,-21.731731,-18.711746,0.56158394,-23.909718,7.753663,-33.841316,-1.9886879,-11.299272,-1.287607,-6.242365,5.729787,-11.50237,4.572268,-9.529449,7.340486,-5.101746,0.0016589488,disgust
295,17329.744,4555.1177,1516.8827,1262.9922,967.02216,613.49493,483.61655,534.0613,379.18066,174.81384,115.89795,171.03572,66.76937,157.93683,146.66003,54.261692,75.81457,58.78541,49.631588,68.596375,-509.52847,12.260266,6.562735,-22.452484,-9.132446,-0.34382853,-19.730652,1.242303,-25.990042,1.747107,-16.284113,-0.41663027,-11.244081,5.881228,-10.170142,4.831593,-8.768043,4.8383884,-3.6642869,-0.26517597,disgust
296,16367.386,3496.2834,1404.7908,992.1841,566.21924,896.2547,441.68463,293.70374,245.09149,196.1607,144.8579,209.4485,137.15881,136.66325,90.91777,96.98564,98.21549,56.162914,72.10175,57.91936,-535.34454,-8.14369,0.6066485,0.3442009,3.376523,-2.7071595,-24.43001,1.7617286,-26.813879,1.419958,-23.428366,0.5173857,-10.177616,4.072127,-4.2787886,7.766001,-10.667686,6.659732,-5.9058948,2.7447872,disgust
